STUDENT_ID,STUDENT_NAME,DOB,CGPA,SEMESTER
1584,Owen Collins,04/08/2001,8.456,6
1585,Avery Ward,09/11/2004,6.789,6
1586,Hannah Griffin,13/04/2003,7.234,6
1587,Logan Coleman,26/10/2000,8.567,6
1588,Ella Bell,31/03/2005,6.789,6
1589,Jack Foster,14/09/2002,7.234,6
1590,Sophie Perry,28/04/2001,8.123,6
1591,Liam Butler,02/11/2004,6.789,6
1592,Olivia Barnes,06/07/2003,7.234,6
1593,Emma Simmons,20/02/2000,8.345,6
1594,Mason Diaz,24/10/2005,6.789,6
1595,Sophia Hayes,09/05/2002,7.234,6
1596,William Ward,13/12/2001,8.567,6
1597,Isabella Peterson,17/06/2004,6.789,6
1598,James Mitchell,30/01/2003,7.234,6
1599,Ella Watson,04/08/2000,8.123,6
1600,Liam Peterson,19/03/2005,6.789,6
1601,Oliver Foster,14/10/2002,7.456,6
1602,Isabella Parker,27/04/2001,8.234,6
1603,Liam Cox,01/11/2004,6.789,6
1604,Sophia Kelly,05/07/2003,7.890,6
1605,Ethan Richardson,19/02/2000,8.123,6
1606,Emma Wood,23/10/2005,6.789,6
1607,Mason Brooks,08/05/2002,7.234,6
1608,William Hayes,12/12/2001,8.345,6
1609,Ava James,26/07/2004,6.789,6
1610,Noah Russell,30/03/2003,7.234,6
1611,Charlotte Hughes,03/10/2000,8.123,6
1612,Lucas Reed,17/05/2005,6.789,6
1613,Grace Price,21/01/2002,7.234,6
1614,Owen Collins,04/08/2001,8.456,6
1615,Avery Ward,09/11/2004,6.789,6
1616,Hannah Griffin,13/04/2003,7.234,6
1617,Logan Coleman,26/10/2000,8.567,6
1618,Ella Bell,31/03/2005,6.789,6
1619,Jack Foster,14/09/2002,7.234,6
1620,Sophie Perry,28/04/2001,8.123,6
1621,Liam Butler,02/11/2004,6.789,6
1622,Olivia Barnes,06/07/2003,7.234,6
1623,Emma Simmons,20/02/2000,8.345,6
1624,Mason Diaz,24/10/2005,6.789,6
1625,Sophia Hayes,09/05/2002,7.234,6
1626,William Ward,13/12/2001,8.567,6
1627,Isabella Peterson,17/06/2004,6.789,6
1628,James Mitchell,30/01/2003,7.234,6
1629,Ella Watson,04/08/2000,8.123,6
1630,Liam Peterson,19/03/2005,6.789,6
1631,Ava Cooper,22/10/2002,7.234,6
1632,Logan Brooks,26/05/2001,8.345,6
1633,Sophia Rivera,31/12/2004,6.789,6
1634,Jack Barnes,14/04/2003,7.234,6
1635,Ella Stewart,18/09/2000,8.456,6
1636,Luke Ramirez,22/12/2005,6.789,6
1637,Isabella Cox,27/07/2002,7.234,6
1638,Owen Ward,31/01/2001,8.567,6
1639,Hannah Mitchell,05/08/2004,6.789,6
1640,William Watson,10/01/2003,7.234,6
1641,Sophia Parker,14/06/2000,8.123,6
1642,Ethan Perry,27/10/2005,6.789,6
1643,Amelia Fisher,01/05/2002,7.234,6
1644,Liam Roberts,05/12/2001,8.345,6
1645,Ava Simmons,19/07/2004,6.789,6
1646,James Cooper,23/02/2003,7.234,6
1647,Olivia Bailey,27/09/2000,8.567,6
1648,Lucas Barnes,02/04/2005,6.789,6
1649,Charlotte Stewart,16/11/2002,7.234,6
1650,Noah Ramirez,20/05/2001,8.345,6
1651,Oliver Fisher,14/10/2002,7.456,6
1652,Isabella Walsh,27/04/2001,8.234,6
1653,Liam Murphy,01/11/2004,6.789,6
1654,Sophia Martin,05/07/2003,7.890,6
1655,Ethan Coleman,19/02/2000,8.123,6
1656,Emma Stewart,23/10/2005,6.789,6
1657,Mason Porter,08/05/2002,7.234,6
1658,William Turner,12/12/2001,8.345,6
1659,Ava Parker,26/07/2004,6.789,6
1660,Noah Harrison,30/03/2003,7.234,6
1661,Charlotte Adams,03/10/2000,8.123,6
1662,Lucas Cole,17/05/2005,6.789,6
1663,Grace Thompson,21/01/2002,7.234,6
1664,Owen Hamilton,04/08/2001,8.456,6
1665,Avery Knight,09/11/2004,6.789,6
1666,Hannah Roberts,13/04/2003,7.234,6
1667,Logan White,26/10/2000,8.567,6
1668,Ella Hughes,31/03/2005,6.789,6
1669,Jack Mitchell,14/09/2002,7.234,6
1670,Sophie Jenkins,28/04/2001,8.123,6
1671,Liam Collins,02/11/2004,6.789,6
1672,Olivia Morris,06/07/2003,7.234,6
1673,Ethan Fisher,20/02/2000,8.345,6
1674,Isabella Bell,24/10/2005,6.789,6
1675,Lucas Campbell,09/05/2002,7.234,6
1676,Sophia Hunter,13/12/2001,8.567,6
1677,James Simmons,17/06/2004,6.789,6
1678,Ella Foster,30/01/2003,7.234,6
1679,Liam Peterson,04/08/2000,8.123,6
1680,Ava Cooper,19/03/2005,6.789,6
1681,Noah Parker,22/10/2002,7.234,6
1682,Charlotte Brooks,26/05/2001,8.345,6
1683,Sophia Rivera,31/12/2004,6.789,6
1684,Jack Barnes,14/04/2003,7.234,6
1685,Ella Stewart,18/09/2000,8.456,6
1686,Luke Ramirez,22/12/2005,6.789,6
1687,Isabella Cox,27/07/2002,7.234,6
1688,Owen Ward,31/01/2001,8.567,6
1689,Hannah Mitchell,05/08/2004,6.789,6
1690,William Watson,10/01/2003,7.234,6
1691,Sophia Parker,14/06/2000,8.123,6
1692,Ethan Perry,27/10/2005,6.789,6
1693,Amelia Fisher,01/05/2002,7.234,6
1694,Liam Roberts,05/12/2001,8.345,6
1695,Ava Simmons,19/07/2004,6.789,6
1696,James Cooper,23/02/2003,7.234,6
1697,Olivia Bailey,27/09/2000,8.567,6
1698,Lucas Barnes,02/04/2005,6.789,6
1699,Charlotte Stewart,16/11/2002,7.234,6
1700,Noah Ramirez,20/05/2001,8.345,6
1701,Oliver Foster,14/10/2002,7.456,6
1702,Isabella Parker,27/04/2001,8.234,6
1703,Liam Cox,01/11/2004,6.789,6
1704,Sophia Kelly,05/07/2003,7.890,6
1705,Ethan Richardson,19/02/2000,8.123,6
1706,Emma Wood,23/10/2005,6.789,6
1707,Mason Brooks,08/05/2002,7.234,6
1708,William Hayes,12/12/2001,8.345,6
1709,Ava James,26/07/2004,6.789,6
1710,Noah Russell,30/03/2003,7.234,6
1711,Charlotte Hughes,03/10/2000,8.123,6
1712,Lucas Reed,17/05/2005,6.789,6
1713,Grace Price,21/01/2002,7.234,6
1714,Owen Collins,04/08/2001,8.456,6
1715,Avery Ward,09/11/2004,6.789,6
1716,Hannah Griffin,13/04/2003,7.234,6
1717,Logan Coleman,26/10/2000,8.567,6
1718,Ella Bell,31/03/2005,6.789,6
1719,Jack Foster,14/09/2002,7.234,6
1720,Sophie Perry,28/04/2001,8.123,6
1721,Liam Butler,02/11/2004,6.789,6
1722,Olivia Barnes,06/07/2003,7.234,6
1723,Emma Simmons,20/02/2000,8.345,6
1724,Mason Diaz,24/10/2005,6.789,6
1725,Sophia Hayes,09/05/2002,7.234,6
1726,William Ward,13/12/2001,8.567,6
1727,Isabella Peterson,17/06/2004,6.789,6
1728,James Mitchell,30/01/2003,7.234,6
1729,Ella Watson,04/08/2000,8.123,6
1730,Liam Peterson,19/03/2005,6.789,6
1731,Ava Cooper,22/10/2002,7.234,6
1732,Logan Brooks,26/05/2001,8.345,6
1733,Sophia Rivera,31/12/2004,6.789,6
1734,Jack Barnes,14/04/2003,7.234,6
1735,Ella Stewart,18/09/2000,8.456,6
1736,Luke Ramirez,22/12/2005,6.789,6
1737,Isabella Cox,27/07/2002,7.234,6
1738,Owen Ward,31/01/2001,8.567,6
1739,Hannah Mitchell,05/08/2004,6.789,6
1740,William Watson,10/01/2003,7.234,6
1741,Sophia Parker,14/06/2000,8.123,6
1742,Ethan Perry,27/10/2005,6.789,6
1743,Amelia Fisher,01/05/2002,7.234,6
1744,Liam Roberts,05/12/2001,8.345,6
1745,Ava Simmons,19/07/2004,6.789,6
1746,James Cooper,23/02/2003,7.234,6
1747,Olivia Bailey,27/09/2000,8.567,6
1748,Lucas Barnes,02/04/2005,6.789,6
1749,Charlotte Stewart,16/11/2002,7.234,6
1750,Noah Ramirez,20/05/2001,8.345,6
